"age","birthSex","profile_education_level","ethnicity_new","ethnicity_new1617","w2_voted","w2_vb15","ScotPcon2014","w2_uk10"
58,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Rutherglen",1
80,"Female","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Midlothian North and Musselburgh",2
61,"Male","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Stirling",2
71,"Male","No formal qualifications","Prefer not to say",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Falkirk West",1
67,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Western",1
69,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Cunninghame South",2
65,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Strathkelvin and Bearsden",2
73,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Aberdeenshire West",2
65,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election",NA,"North East Fife",2
75,"Female","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Galloway and West Dumfries",4
73,"Female","GCE A level or Higher Certificate","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Angus North and Mearns",2
39,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Edinburgh Western",2
60,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Moray",2
77,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Ayr",1
65,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Cunninghame South",2
66,"Male","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Glasgow Cathcart",1
74,"Male","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Maryhill and Springburn",1
69,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Hamilton, Larkhall and Stonehouse",2
48,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Dundee City West",2
64,"Male","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Hamilton, Larkhall and Stonehouse",2
76,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Kilmarnock and Irvine Valley",2
56,NA,"Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Airdrie and Shotts",NA
69,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Prefer not to say",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Na h-Eileanan an Iar",1
68,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Airdrie and Shotts",1
69,"Male","Other technical, professional or higher qualification","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Glasgow Kelvin",2
80,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election",NA,"Caithness, Sutherland and Ross",2
77,"Male","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Glasgow Maryhill and Springburn",2
50,"Female","Clerical and commercial","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Central",1
53,"Male","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Argyll and Bute",2
50,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Aberdeen Central",1
80,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Alba Party","Moray",1
58,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Hamilton, Larkhall and Stonehouse",1
87,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Edinburgh Eastern",2
47,"Male","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Provan",4
46,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Western",1
45,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Strathkelvin and Bearsden",1
74,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","North East Fife",1
69,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Cowdenbeath",1
62,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Alba Party","Midlothian South, Tweeddale and Lauderdale",1
48,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Northern and Leith",1
55,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Some other party","Falkirk East",2
53,"Female","Teaching qualification (not degree)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Skye, Lochaber and Badenoch",4
71,"Female","Clerical and commercial","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Caithness, Sutherland and Ross",2
51,"Male","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Renfrewshire South",1
67,"Female","Don't know","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Cunninghame South",1
63,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Aberdeen Donside",2
82,"Female","Clerical and commercial","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","East Kilbride",4
54,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Argyll and Bute",2
59,"Male","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","All for Unity","Ettrick, Roxburgh and Berwickshire",2
62,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","East Kilbride",1
46,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Dunfermline",1
67,"Male","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Dumbarton",1
54,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Western",1
62,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Almond Valley",1
